"SRC_mail2Group";"SRC_mail2Code";"SRC_mail2Stat";"SRC_mail2Prio";"SRC_mail2Clean";"SRC_mail2Double";"SRC_mail2CompNo";"VORNAME";"NAME";"STRASSE";"PLZ";"STADT";"POST_Strasse_und_Hausnummer";"POST_Postleitzahl";"POST_Ort";"Ergebnisklasse_der_Zustelladresse";"Veraenderung_Postleitzahl";"Veraenderung_Ortsname";"Veraenderung_Strassenname";"Veraenderung_Hausnummer";"ErgebniskennzeichenZustellbarkeit";"Aehnlichkeitsmass_Ort";"Aehnlichkeitsmass_Strasse";"X_Koordinate";"Y_Koordinate";"Naehere_Qualifizierung_der_Ortsebene";"Ebene_fuer_die_die_Koordinaten_gueltig_sind";"Ergebniskennzeichen_der_Geocodierung";"Name_des_GCS_Services_der_intern_das_Resultat_lieferte";"microm_Haus_ID";"Ebene_fuer_die_diese_Information_gueltig_ist";"Ergebniskennzeichen_der_Geocodierung1";"Nummer_des_Ziel_Frachtzentrums";"Strassenkennzahl";"Die_ersten_11_Stellen_des_Frachtcodes";"Ebene_fuer_die_diese_Information_gueltig_ist1";"Ergebniskennzeichen_der_Geocodierung2";"Kundendaten";"Ergebniskennzeichen_der_Geocodierung3"
"22";0;100;1;1;1;0;0;"John";"Doe";"Rosengasse 1a";"69198";"Schriesheim";"Rosengasse 1a";"69198";"Schriesheim";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00866574";"+04947523";;2;1;"BL_GCS_D";"082260820020400001A";4;1;67;73;69198073001;4;1;;5
"23";0;100;1;1;1;0;0;"Jane";"Doe";"Vennkamp 23";"45772";"Marl";"Vennkamp 23";"45772";"Marl";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00712675";"+05170069";;2;1;"BL_GCS_D";"055620240099300023";4;1;46;181;45772181023;4;1;;5
"24";0;100;1;1;1;0;0;"John";"Doe";"Widukindweg 12";"26209";"Hatten";"Widukindweg 12";"26209";"Hatten";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00836021";"+05301966";;2;1;"BL_GCS_D";"034580090048700012";4;1;28;218;26209218012;4;1;;5
"25";0;100;1;1;1;0;0;"John";"Doe";"Suidbroekstr. 10 A";"26826";"Weener";"Suidbroekstr. 10 A";"26826";"Weener";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00733427";"+05316187";;2;1;"BL_GCS_D";"034570210028300010A";4;1;28;238;26826238010;4;1;;5
"26";0;100;1;1;1;0;0;"Jane";"Doe";"Rathjenweg 1";"26188";"Edewecht";"Rathjenweg 1";"26188";"Edewecht";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00805462";"+05307167";;2;1;"BL_GCS_D";"034510040031000001";4;1;28;146;26188146001;4;1;;5
"27";0;100;1;1;1;0;0;"Jane";"Doe";"Burgstr. 22";"17126";"Jarmen";"Burgstr. 22";"17126";"Jarmen";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01334520";"+05392205";;2;1;"BL_GCS_D";"130750540001500022";4;1;17;7;17126007022;4;1;;5
"28";0;100;1;1;1;0;0;"Jane";"Doe";"Wilhelmshavener Str. 9";"65933";"Frankfurt";"Wilhelmshavener Str. 9";"65933";"Frankfurt am Main";"2";"OK";"C";"OK";"OK";"OK";100;100;"+00860377";"+05010322";;2;1;"BL_GCS_D";"064120000553500009";4;1;55;85;65933085009;4;1;;5
"29";0;100;1;1;1;0;0;"Jane";"Doe";"Geschwister-Scholl-Str. 6";"99996";"Menteroda";"Geschwister-Scholl-Str. 6";"99996";"Menteroda";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01056353";"+05130646";;2;1;"BL_GCS_D";"160640720001000006";4;1;99;32;99996032006;4;1;;5
"30";0;100;1;1;1;0;0;"Jane";"Doe";"Am Waeldchen 14";"57078";"Siegen";"Am Wäldchen 14";"57078";"Siegen";"2";"OK";"OK";"C";"OK";"OK";100;100;"+00799604";"+05091963";;2;1;"BL_GCS_D";"059700400018600014";4;1;58;37;57078037014;4;1;;5
"31";0;100;1;1;1;0;0;"John";"Doe";"Seitenstr. 11";"04827";"Gerichshain";"Seitenstr. 11";"04827";"Gerichshain";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01258094";"+05135572";;2;1;"BL_GCS_D";"147292500011100011";4;1;4;24;4827024011;4;1;;5
"32";0;100;1;1;1;0;0;"John";"Doe";"Zweierweg 10";"79688";"Hausen";"Zweierweg 10";"79688";"Hausen im Wiesental";"2";"OK";"C";"OK";"OK";"OK";100;100;"+00784407";"+04768348";;2;1;"BL_GCS_D";"083360360004300010";4;1;77;21;79688021010;4;1;;5
"33";0;100;1;1;1;0;0;"Jane";"Doe";"Dolgenseestr. 14";"10319";"Berlin";"Dolgenseestr. 14";"10319";"Berlin";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01350860";"+05249325";;2;1;"BL_GCS_D";"110000000787500014";3;1;15;5;10319005014;4;1;;5
"34";0;100;1;1;1;0;0;"Jane";"Doe";"Fichtestr. 31";"51377";"Leverkusen";"Fichtestr. 31";"51377";"Leverkusen";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00707261";"+05105786";;2;1;"BL_GCS_D";"053160000058200031";3;1;50;49;51377049031;4;1;;5
"35";0;100;1;1;1;0;0;"Jane";"Doe";"Charlottenburger Str. 11 A";"37085";"Gottingen";"Charlottenburger Str. 11 A";"37085";"Göttingen";"3";"OK";"C";"OK";"OK";"OK";87;100;"+00997149";"+05151398";;2;1;"BL_GCS_D";"031520120034100011A";3;1;34;27;37085027011;4;1;;5
"36";0;100;1;1;1;0;0;"John";"Doe";"Brueckenstr. 28";"48231";"Warendorf";"Brückenstr. 28";"48231";"Warendorf";"2";"OK";"OK";"C";"OK";"OK";100;100;"+00796233";"+05192509";;2;1;"BL_GCS_D";"055700520010200028";4;1;48;45;48231045028;4;1;;5
"37";0;100;1;1;1;0;0;"Jane";"Doe";"Roethenaeckerstr. 46";"91086";"Aurachtal";"Röthenäcker Str. 46";"91086";"Aurachtal";"2";"OK";"OK";"C";"OK";"OK";100;100;"+01083916";"+04957946";;2;1;"BL_GCS_D";"095721140004900046";4;1;90;42;91086042046;4;1;;5
"38";0;100;1;1;1;0;0;"Jane";"Doe";"Sonnenstr. 23";"46487";"Wesel";"Sonnenstr. 23";"46487";"Wesel";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00657352";"+05168476";;2;1;"BL_GCS_D";"051700480085900023";4;1;46;208;46487208023;4;1;;5
"39";0;100;1;1;1;0;0;"Jane";"Doe";"Gecksheide 18";"45964";"Gladbeck";"Gecksheide 18";"45964";"Gladbeck";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00700460";"+05157581";;2;1;"BL_GCS_D";"055620140027900018";3;1;46;41;45964041018;4;1;;5
"40";0;100;1;1;1;0;0;"John";"Doe";"Heinrichstr. 17";"46119";"Oberhausen";"Heinrichstr. 17";"46119";"Oberhausen";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00689042";"+05152106";;2;1;"BL_GCS_D";"051190000101300017";4;1;46;45;46119045017;4;1;;5
"41";0;100;1;1;1;0;0;"John";"Doe";"Waldring 8";"21255";"Wistedt";"Waldring 8";"21255";"Wistedt";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00966920";"+05326463";;2;1;"BL_GCS_D";"033530410002800008";4;1;21;255;21255255008;4;1;;5
"42";0;100;1;1;1;0;0;"John";"Doe";"Heideweg 45";"47906";"Kempen";"Heideweg 45";"47906";"Kempen";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00646243";"+05138467";;2;1;"BL_GCS_D";"051660120022800045";4;1;47;88;47906088045;4;1;;5
"43";0;100;1;1;1;0;0;"John";"Doe";"Allachstr. 48 G";"94315";"Straubing";"Allachstr. 48 G";"94315";"Straubing";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01253587";"+04886372";;2;1;"BL_GCS_D";"092630000002000048G";4;1;93;303;94315303048;4;1;;5
"44";0;100;1;1;1;0;0;"John";"Doe";"Brixenweg 74 B";"94036";"Passau";"Birkenweg 74 B";"94036";"Passau";"3";"OK";"OK";"C";"OK";"OK";100;68;"+01339503";"+04857636";;4;3;"BL_GCS_D";"092620000012100074B";4;1;93;26;94036026074;4;1;;5
"45";0;100;1;1;1;0;0;"John";"Doe";"Kyritzer Str. 63";"12629";"Berlin";"Kyritzer Str. 63";"12629";"Berlin";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01358886";"+05254237";;2;1;"BL_GCS_D";"110000002190200063";3;1;15;8;12629008063;4;1;;5
"46";0;100;1;1;1;0;0;"Jane";"Doe";"Heinrichstr. 15";"34225";"Baunat";"Heinrichstr. 15";"34225";"Baunatal";"3";"OK";"C";"OK";"OK";"OK";90;100;"+00938643";"+05125164";;2;1;"BL_GCS_D";"066330030019000015";4;1;34;128;34225128015;4;1;;5
"47";0;100;1;1;1;0;0;"John";"Doe";"Von-Richthofen-Str. 27";"93051";"Regensburg";"Von-Richthofen-Str. 27";"93051";"Regensburg";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01207678";"+04899984";;2;1;"BL_GCS_D";"093620000176200027";3;1;93;148;93051148027;4;1;;5
"48";0;100;1;1;1;0;0;"John";"Doe";"Lange Str. 21";"35108";"Allendorf-Battenfe";"Lange Str. 21";"35108";"Allendorf (Eder)";"3";"OK";"C";"OK";"OK";"OK";89;100;"+00866347";"+05101843";;2;1;"BL_GCS_D";"066350010009100021";4;1;34;53;35108053021;4;1;;5
"49";0;100;1;1;1;0;0;"Jane";"Doe";"Thieringhauser Str. 15";"57462";"Olpe";"Thieringhauser Str. 15";"57462";"Olpe";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00789093";"+05100266";;2;1;"BL_GCS_D";"059660240047800015";4;1;58;388;57462388015;4;1;;5
"50";0;100;1;1;1;0;0;"John";"Doe";"Solaring 2";"31860";"Emmerthal";"Solarring 2";"31860";"Emmerthal";"3";"OK";"OK";"C";"OK";"OK";100;83;"+00934833";"+05206573";;2;1;"BL_GCS_D";"032520050023900002";4;1;30;236;31860236002;4;1;;5
"51";0;100;1;1;1;0;0;"Jane";"Doe";"Koppestr. 9";"38104";"Braunschweig";"Koppestr. 9";"38104";"Braunschweig";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01057619";"+05228897";;2;1;"BL_GCS_D";"031010000148700009";4;1;39;97;38104097009;4;1;;5
"52";0;100;1;1;1;0;0;"Jane";"Doe";"Seebahnstr. 193";"08004";"Zuerich";"Seebahnstr. 193";"08004";"Zuerich";"5";"NF";"NF";"NC";"NC";"AC";0;0;;;;;5;"BL_GCS_D";;;5;;;;;5;;5
"53";0;100;1;1;1;0;0;"John";"Doe";"Kunreuthstr. 53";"81249";"Muenchen";"Kunreuthstr. 53";"81249";"München";"2";"OK";"C";"OK";"OK";"OK";100;100;"+01140999";"+04814948";;2;1;"BL_GCS_D";"091620000562800053";3;1;86;95;81249095053;4;1;;5
"54";0;100;1;1;1;0;0;"John";"Doe";"Stippich 2";"94362";"Neukirchen";"Stippich 2";"94362";"Neukirchen";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01274394";"+04897162";;2;1;"BL_GCS_D";"092781540007900002";4;1;93;78;94362078002;4;1;;5
"55";0;100;1;1;1;0;0;"Jane";"Doe";"Pfarrer-Holzapfel-Str. 14 A";"93336";"Altmannstein";"Pfarrer-Holzapfel-Str. 14 A";"93336";"Altmannstein";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01160487";"+04887266";;2;1;"BL_GCS_D";"091761120015300014A";4;1;93;175;93336175014;4;1;;5
"56";0;100;1;1;1;0;0;"Jane";"Doe";"Maybachstr. 39";"47809";"Krefeld";"Maybachstr. 39";"47809";"Krefeld";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00661250";"+05133312";;2;1;"BL_GCS_D";"051140000155500039";3;1;47;138;47809138039;3;1;;5
"57";0;100;1;1;1;0;0;"John";"Doe";"Sternweilerstr. 74";"69242";"Tairnbach";"Sternweilerstr. 74";"69242";"Mühlhausen";"3";"OK";"C";"OK";"OK";"OK";97;100;"+00875292";"+04926284";;2;1;"BL_GCS_D";"082260540013000074";4;1;67;111;69242111074;4;1;;5
"58";0;100;1;1;1;0;0;"John";"Doe";"Am Steinbruch 20";"32657";"Lemgo";"Am Steinbruch 20";"32657";"Lemgo";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00888907";"+05200661";;2;1;"BL_GCS_D";"057660440006100020";4;1;33;25;32657025020;4;1;;5
"59";0;100;1;1;1;0;0;"John";"Doe";"Kirchenweg 2";"84337";"Schoenau";"Kirchenweg 2";"84337";"Schönau";"2";"OK";"C";"OK";"OK";"OK";100;100;"+01284098";"+04848365";;2;1;"BL_GCS_D";"092771440004900002";4;1;93;13;84337013002;4;1;;5
"60";0;100;1;1;1;0;0;"John";"Doe";"Wendlinger Str. 55";"72622";"Nuertingen";"Wendlinger Str. 55";"72622";"Nürtingen";"2";"OK";"C";"OK";"OK";"OK";100;100;"+00933058";"+04864171";;2;1;"BL_GCS_D";"081160490072300055";3;1;73;356;72622356055;4;1;;5
"61";0;100;1;1;1;0;0;"John";"Doe";"An der Freiheit 5";"82377";"Penzberg";"An der Freiheit 5";"82377";"Penzberg";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01138514";"+04775252";;2;1;"BL_GCS_D";"091901410002200005";4;1;86;11;82377011005;4;1;;5
"62";0;100;1;1;1;0;0;"Jane";"Doe";"Dorfstr. 76 B";"04685";"Fremdiswalde";"Fremdiswalde 76 B";"04668";"Grimma";"2";"C";"SC";"SC";"OK";"OK";100;100;"+01284756";"+05129845";;2;1;"BL_GCS_D";"147291600049800076B";4;1;4;810;4668810076;4;1;;5
"63";0;100;1;1;1;0;0;"Jane";"Doe";"Bayernring 7";"06237";"Leuna";"Bayernring 7";"06237";"Leuna";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01201933";"+05132397";;2;1;"BL_GCS_D";"150882050006700007";4;1;4;18;6237018007;4;1;;5
"64";0;100;1;1;1;0;0;"John";"Doe";"Gartenweg 7";"86925";"Fuchstal";"Gartenweg 7";"86925";"Fuchstal";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01083440";"+04795010";;2;1;"BL_GCS_D";"091811210003400007";4;1;86;23;86925023007;4;1;;5
"65";0;100;1;1;1;0;0;"John";"Doe";"Mozartstr. 27";"71277";"Rutesheim";"Mozartstr. 27";"71277";"Rutesheim";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00895370";"+04880422";;2;1;"BL_GCS_D";"081150420011300027";4;1;72;72;71277072027;4;1;;5
"66";0;100;1;1;1;0;0;"John";"Doe";"Lowetscher Str. 77";"99089";"Erfurt";"Lowetscher Str. 77";"99089";"Erfurt";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01101469";"+05100765";;2;1;"BL_GCS_D";"160510000163300077";3;1;99;39;99089039077;4;1;;5
"67";0;100;1;1;1;0;0;"John";"Doe";"Gracht 28";"45470";"Muelheim";"Gracht 28";"45470";"Mülheim an der Ruhr";"2";"OK";"C";"OK";"OK";"OK";100;100;"+00689940";"+05142937";;2;1;"BL_GCS_D";"051170000072400028";3;1;46;40;45470040028;3;1;;5
"68";0;100;1;1;1;0;0;"John";"Doe";"Gartenfeldstr. 20";"61350";"Bad Homburg";"Gartenfeldstr. 20";"61350";"Bad Homburg";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00859518";"+05023514";;2;1;"BL_GCS_D";"064340010019900020";3;1;55;46;61350046020;4;1;;5
"69";0;100;1;1;1;0;0;"John";"Doe";"Hochbrunn 1";"93426";"Roding";"Hochbrunn 1";"93426";"Roding";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01256016";"+04917208";;2;1;"BL_GCS_D";"093721530017600001";4;1;93;256;93426256001;4;1;;5
"70";0;100;1;1;1;0;0;"John";"Doe";"Sanddornweg 24";"42781";"Haan";"Sanddornweg 24";"42781";"Haan";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00698826";"+05118947";;2;1;"BL_GCS_D";"051580080035400024";4;1;58;174;42781174024;4;1;;5
"71";0;100;1;1;1;0;0;"John";"Doe";"Weinstr. 61";"76889";"Klingenmuenster";"Weinstr. 61";"76889";"Klingenmünster";"2";"OK";"C";"OK";"OK";"OK";100;100;"+00801928";"+04914094";;2;1;"BL_GCS_D";"073370490004800061";4;1;76;187;76889187061;4;1;;5
"72";0;100;1;1;1;0;0;"John";"Doe";"Muehlenstr. 40";"26892";"Doerpen";"Mühlenstr. 40";"26892";"Dörpen";"2";"OK";"C";"C";"OK";"OK";100;100;"+00733360";"+05296555";;2;1;"BL_GCS_D";"034540080006700040";4;1;28;42;26892042040;4;1;;5
"73";0;100;1;1;1;0;0;"John";"Doe";"Stainingerstr. 6";"86157";"Augsburg";"Stainingerstr. 6";"86157";"Augsburg";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01087197";"+04836967";;2;1;"BL_GCS_D";"097610000244400006";4;1;86;91;86157091006;4;1;;5
"74";0;100;1;1;1;0;0;"John";"Doe";"Rennsteigstr. 1";"98724";"Ernstthal";"Rennsteigstr. 1";"98724";"Lauscha";"2";"OK";"SC";"OK";"OK";"OK";100;100;"+01116642";"+05049538";;2;1;"BL_GCS_D";"160720110004200001";4;1;99;19;98724019001;4;1;;5
"75";0;100;1;1;1;0;0;"Jane";"Doe";"Georg-Buechner-Str. 13";"30559";"Hannover";"Georg-Büchner-Str. 13";"30559";"Hannover";"2";"OK";"OK";"C";"OK";"OK";100;100;"+00985003";"+05236133";;2;1;"BL_GCS_D";"032410010145800013";4;1;30;60;30559060013;4;1;;5
"76";0;100;1;1;1;0;0;"John";"Doe";"Am Hexenberg 10";"22880";"Wedel";"Am Hexenberg 10";"22880";"Wedel";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00971406";"+05357237";;2;1;"BL_GCS_D";"010560500000900010";4;1;24;6;22880006010;4;1;;5
"77";0;100;1;1;1;0;0;"John";"Doe";"Parkstr. 31";"67117";"Limburgerhof";"Parkstr. 31";"67117";"Limburgerhof";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00839596";"+04941835";;2;1;"BL_GCS_D";"073380170013300031";4;1;67;91;67117091031;4;1;;5
"78";0;100;1;1;1;0;0;"Jane";"Doe";"Nelkenweg 2";"26409";"Wittmund";"Nelkenweg 2";"26409";"Wittmund";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00775446";"+05357464";;2;1;"BL_GCS_D";"034620190042800002";4;1;28;181;26409181002;4;1;;5
"79";0;100;1;1;1;0;0;"Jane";"Doe";"Hauptstr. 16";"17094";"Cammin";"Hauptstr. 16";"17094";"Burg Stargard";"2";"OK";"SC";"OK";"OK";"OK";100;100;"+01330166";"+05344139";;2;1;"BL_GCS_D";"130710210017300016";4;1;17;66;17094066016;4;1;;5
"80";0;100;1;1;1;0;0;"Jane";"Doe";"Reithallenweg 23";"79730";"Murg";"Reithallenweg 23";"79730";"Murg";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00803672";"+04757231";;2;1;"BL_GCS_D";"083370760009800023";4;1;77;47;79730047023;4;1;;5
"81";0;100;1;1;1;0;0;"Jane";"Doe";"Nollgasse 46";"35415";"Pohlheim";"Nollgasse 46";"35415";"Pohlheim";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+00873029";"+05050928";;2;1;"BL_GCS_D";"065310140021200046";4;1;63;221;35415221046;4;1;;5
"82";0;100;1;1;1;0;0;"Jane";"Doe";"Lange Str. 10";"16818";"Karwe";"Lange Str. 10";"16818";"Karwe";"1";"OK";"OK";"OK";"OK";"OK";100;100;"+01286850";"+05285951";;2;1;"BL_GCS_D";"120683200027400010";4;1;14;89;16818089010;4;1;;5
"83";0;100;1;1;1;0;0;"Jane";"Doe";"Zay-Str. 16";"76437";"Rastatt";"Zaystr. 16";"76437";"Rastatt";"2";"OK";"OK";"C";"OK";"OK";100;100;"+00820313";"+04886441";;2;1;"BL_GCS_D";"082160430120300016";3;1;76;453;76437453016;4;1;;5
